id,uuid,name,category,equipment,muscles_primary,muscles_secondary,license,description_html
1263,17593b54-1e4e-49d7-8f9f-3a706823a4c5,Back bridge,Back,none (bodyweight exercise),,Shoulders; Hamstrings; Calves; Lats; Trapezius; Triceps,CC-BY-SA 4,"Túmbate en el suelo apoyando la espalda en el suelo y las piernas flexionadas con los pies apoyados en el suelo, dejando unos 20 cm de distancia entre los pies y el culo. Las manos permanecen apoyadas en el suelo, pegadas a las orejas, con los dedos apuntando los pies. Los codos flexionados, y apuntando al techo. Esta es la posición inicial. Ahora empuja las caderas tan alto como puedas, elevando el cuerpo del suelo, y prosigue empujando a través de las manos, extendiendo los codos y las rodillas, hasta que la espalda esté bien arqueada (puente lumbar). La cabeza también despega del suelo, y debe quedar a la altura de los codos, mirando hacia atrás. Esta es la posición final. El descenso debe ser lento y controlado.
La columna debe estar en curvatura convexa. No valen despegar la espalda del suelo, y que ésta quede recta. Debe de estar bien redondeada. Se nota además una sensación de oxigenación mayor en la espalda.
Las caderas, tras despegarse del suelo, deben de estar bien altas, incluso por encima del nivel de la cabeza.
Los brazos y las piernas deben permanecer rectos. Parece fácil, pero requiere de un buen nivel de flexibilidad.
La respiración debe ser profunda. Esta postura estira la caja torácica, y pone el diafragma bajo presión. Si la postura está bien realizada, la respiración será perfecta. Nunca hay que mantener la respiración durante el ejercicio."
202,46e0f60c-fdc0-489a-82e4-a5b7476a5c21,Dumbbell Concentration Curl,Arms,Dumbbell,Brachialis,Biceps,CC-BY-SA 3,<p>Sit on bench. Grasp dumbbell between feet. Place back of upper arm to inner thigh. Lean into leg to raise elbow slightly.</p>
1266,de8a3db6-2b05-4c4e-977b-b61342718356,TRX Tricep Extension,Arms,,Triceps,,CC-BY-SA 4,"Attach the TRX or other suspension system overhead, having the handles hanging at chest level or slightly lower. Experiment to see what height allows you to set up in the best way.
Stand in front of the handles and grab them with your palms facing down.
Engage your abs, squeeze your glutes, take a breath and lean forward, lifting your heels off the floor. Keep your elbows straight.
Take another breath and lower yourself slowly by bending your elbows. 
Go down until your elbows are at a 90-degree angle (to the point where your wrists are above your elbows). Hold the position for a moment.
Extend your arms by engaging your triceps and bring yourself to the starting position as you exhale."
1269,8019be2c-47a3-475f-8e16-a2fca761a8fe,TRX dips,Arms,,Triceps,Chest,CC-BY-SA 4,"Start with the hands on the suspension trainer and feet on the ground.
Your hands should be under your shoulders with the feet slightly in front.
Lower yourself by bringing the hips between the handles and flexing the elbows.
Extend the elbows to come back to the starting position and repeat."
1270,d5116fbd-bf14-492a-86b3-140035cb48b2,Low Pulley Cable fFly,Chest,,Chest,Shoulders,CC-BY-SA 4,"Adjust the cable machine: Set the pulley to the lowest setting possible.
Choose your handles: You can use neutral grip handles (palms facing each other) or straight handles depending on your preference. Neutral grip might be easier on your wrists.
Stand with proper form: Stand with your feet shoulder-width apart, knees slightly bent, and core engaged. Maintain a slight arch in your lower back throughout the exercise.
Grip the handles: Grab the handles with your chosen grip and step back a small step or two until there's slight tension on the cables.
Initiate the movement: Keep your elbows slightly bent throughout the exercise. Imagine you're giving someone a big hug. Squeeze your chest muscles as you bring your hands together in front of your chest.
Control the movement: Focus on squeezing your chest muscles rather than using your arms to pull the handles.
Peak contraction: Briefly hold the squeeze at the top of the movement with your hands together at chest level.
Return slowly: Slowly release the tension and return the handles back down to the starting position with your arms slightly extended but not locked out."
1271,b8ccad95-897b-4fe3-a004-6f49e1c69b7a,Low Pulley Cable fFly,Chest,,Chest,Shoulders,CC-BY-SA 4,"Adjust the cable machine: Set the pulley to the lowest setting possible.
Choose your handles: You can use neutral grip handles (palms facing each other) or straight handles depending on your preference. Neutral grip might be easier on your wrists.
Stand with proper form: Stand with your feet shoulder-width apart, knees slightly bent, and core engaged. Maintain a slight arch in your lower back throughout the exercise.
Grip the handles: Grab the handles with your chosen grip and step back a small step or two until there's slight tension on the cables.
Initiate the movement: Keep your elbows slightly bent throughout the exercise. Imagine you're giving someone a big hug. Squeeze your chest muscles as you bring your hands together in front of your chest.
Control the movement: Focus on squeezing your chest muscles rather than using your arms to pull the handles.
Peak contraction: Briefly hold the squeeze at the top of the movement with your hands together at chest level.
Return slowly: Slowly release the tension and return the handles back down to the starting position with your arms slightly extended but not locked out."
1272,39cf073b-74cb-4d48-9fdf-40f6195482d0,Low Pulley Cable fFly,Chest,,Chest,Shoulders,CC-BY-SA 4,"<ol><li><b>Adjust the cable machine: </b>Set the pulley to the lowest setting possible.</li><li><b>Choose your handles: </b>You can use neutral grip handles (palms facing each other) or straight handles depending on your preference. Neutral grip might be easier on your wrists.</li><li><b>Stand with proper form: </b>Stand with your feet shoulder-width apart, knees slightly bent, and core engaged. Maintain a slight arch in your lower back throughout the exercise.</li><li><b>Grip the handles: </b>Grab the handles with your chosen grip and step back a small step or two until there's slight tension on the cables.</li><li><b>Initiate the movement: </b>Keep your elbows slightly bent throughout the exercise. Imagine you're giving someone a big hug. Squeeze your chest muscles as you bring your hands together in front of your chest.</li><li><b>Control the movement: </b>Focus on squeezing your chest muscles rather than using your arms to pull the handles.</li><li><b>Peak contraction: </b>Briefly hold the squeeze at the top of the movement with your hands together at chest level.</li><li><b>Return slowly: </b>Slowly release the tension and return the handles back down to the starting position with your arms slightly extended but not locked out.</li></ol>"
1273,9ccd53e0-8392-4e61-91aa-e4e5f4ea339c,Pullover,Back,Dumbbell,Chest,Lats,CC-BY-SA 4,"Doubling as a back and chest exercise, the Dumbbell Pullover can train both your pecs and lats."
1274,9f9bfa54-4702-4eb1-a72a-0fc12c846c72,Sitting Calf Stretch (Dorsiflexion),Legs,,Calves; Soleus,,CC-BY-SA 4,This is a light stretch for the calf that is great for rehab.
1275,f397656d-6f26-47c6-9e4c-221687f3f2fa,Plantarflexion Stretch with Band,Legs,,,,CC-BY-SA 4,"This stretch is for the ankles, as well as Tibialis anterior."
1276,504230cb-4ac7-4b6c-b655-0800603081c1,Incline Dumbbell Bench Press,Chest,Dumbbell,Chest,Shoulders,CC-BY-SA 4,"The incline dumbbell press is a mixture of the dumbbell chest press and the shoulder press, and both the front deltoids and the upper portions of the chest muscles are worked in this exercise"
1277,11f5de05-7709-484f-b7d9-d9a8af57b5b7,Incline Dumbbell Press,Chest,Dumbbell,Chest,Shoulders; Triceps,CC-BY-SA 4,"The incline dumbbell press is a mixture of the dumbbell chest press and the shoulder press, and both the front deltoids and the upper portions of the chest muscles are worked in this exercise."
1278,544c0559-f547-4016-8cd0-b38f18685df7,Dumbbell Chest Press,Chest,,Chest,Shoulders; Triceps,CC-BY-SA 4,"The dumbbell chest press is a pressing exercise similar to the barbell bench press, except that it is performed with dumbbells."
1280,8bb42000-834f-48ab-af5c-0c31d94e0181,Biceps Close Grip Pull Down,Arms,,Biceps,Shoulders; Lats,CC-BY-SA 4,"On a lat pull down machine, hold the bar keeping your hands relatively close. Use an underhand grip (I.E.: the back of your hand must be facing the machine). Then pull down the bar in a straight line towards the ground. Make sure your biceps are the main drivers of the motion. You will probably feel your shoulders and lats working, but make sure your biceps are working more."
1282,5fd01c23-6c54-40cb-9a67-87c7a325baee,Isometria trazioni impugnatura inversa,Back,Pull-up bar,Lats,Biceps; Trapezius,CC-BY-SA 4,Trazioni in isometria con impugnatura inversa
1283,51a2d520-b510-4b6e-bd65-9fc40365e8de,Incline Chest-Supported Dumbbell Row,Back,Bench; Dumbbell,Biceps; Lats; Trapezius,,CC-BY-SA 4,"Set up an adjustable bench at a 45-degree angle.
    Lay on your stomach with your head hanging just above the edge of the bench.
    Grab a dumbbell in each hand and set up with a good posture – core and lats engaged and shoulders neutral.
    Row the dumbbells toward the top of the stomach and squeeze the back at the top of the rep.
    Finally, lower the dumbbells back to the starting position and repeat until all reps are completed."
1284,c38b0f69-7f01-4f0f-82cc-e33cdc658f9e,Pseudo Planche Push-up,Shoulders,none (bodyweight exercise),Shoulders,Chest,CC-BY-SA 4,"You should have the shoulder line in front of your wrists an perform a push-up, maintaining the shoulder in the same position"
1285,42657bd4-bf4e-4429-8e6a-2f5f585aa22a,Talons fesses,Cardio,none (bodyweight exercise),Calves,Hamstrings,CC-BY-SA 4,"Touch your heels to your buttocks, while remaining static or moving"
1286,73dbe7a5-e8f3-48fd-814e-bc3378c15be2,Planche dynamique,Abs,none (bodyweight exercise),Abs,Obliquus externus abdominis,CC-BY-SA 4,"1.	Commencez en position de planche, avec vos mains directement sous vos épaules et vos pieds écartés à la largeur des hanches.
2.	Contractez vos abdominaux pour maintenir votre corps en ligne droite de la tête aux pieds.
3.	À partir de cette position, pliez légèrement les genoux et sautez avec les deux pieds vers l'intérieur, en les rapprochant de votre tronc autant que possible.
4.	Dès que vos pieds touchent le sol, poussez avec force pour sauter à nouveau et revenir à la position de planche initiale.
5.	Continuez à répéter ce mouvement de saut, en gardant le contrôle et en maintenant la stabilité de votre tronc tout au long de l'exercice.
6.	Assurez-vous de garder une respiration régulière pendant que vous sautez, en respirant profondément et en contrôlant votre respiration.
7.	Gardez votre regard fixé sur le sol pour maintenir un bon alignement de la colonne vertébrale.
8.	Répétez les sauts pendant la durée souhaitée ou selon le nombre de répétitions recommandé pour votre programme d'entraînement.
9.	Pour terminer l'exercice, reposez-vous en relâchant la position de planche, puis étirez-vous si nécessaire pour détendre vos muscles."
1287,6c21c09b-90c8-4e43-a43c-ed566f812784,Reach ups,Abs,none (bodyweight exercise),Obliquus externus abdominis,Abs,CC-BY-SA 4,"Pour effectuer cet exercice, allongez-vous sur le dos, bras étendus au-dessus de la tête. Ensuite, contractez vos abdominaux et soulevez votre torse du sol en tendant les bras vers le plafond pour ""atteindre"" le plus haut possible. Revenez lentement à la position de départ en contrôlant le mouvement. Les reach ups renforcent les muscles abdominaux et améliorent la flexibilité de la colonne vertébrale. Ils peuvent être intégrés à une variété de routines d'entraînement pour travailler la force et la stabilité du tronc."
1288,81c6b9ef-7cb7-4328-8cb4-47ae8ecc42be,Planche de cote dynamique,Abs,none (bodyweight exercise),Obliquus externus abdominis,Abs,CC-BY-SA 4,"La planche latérale dynamique implique de se placer sur le côté, en appui sur un coude et le côté du pied, puis de basculer les hanches de haut en bas tout en maintenant une ligne droite du corps."
1289,19fba43a-8363-4da3-82c6-d8a14628b5e7,Seated Dumbbell Curls,Arms,Dumbbell,Biceps,Brachialis,CC-BY-SA 4,"Seated Dumbbell Curls are an effective bicep workout that isolates the muscles by stabilizing the upper body, reducing momentum that can detract from the exercise’s effectiveness. This exercise is performed sitting down with a dumbbell in each hand, focusing on controlled movement to maximize engagement of the bicep muscles."
1290,dd6e8753-a574-476e-900a-b794eb592e7b,Reverse Grip Barbell Curls,Arms,Barbell,Biceps,Brachialis,CC-BY-SA 4,"Hold the barbell with an overhand grip (palms facing down) approximately shoulder-width apart. Ensure your back is straight, shoulders slightly pulled back, and arms fully extended.
Curl the barbell upwards towards your chest in a controlled motion, keeping your elbows close to your body. The motion should be smooth without any swinging or momentum use.
Once the barbell is at chest level, pause briefly to maximize contraction in the biceps and forearms.
Slowly lower the barbell back to the starting position with a controlled movement, fully extending your arms."
